id	name
90	Solomon Islands|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
92	Virgin Islands, British|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
96	Brunei Darussalam|0|0|0|0|0|0|0|0|0|0|0|0|20|20|26|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|20|20|26
100	Bulgaria|231|283|289|278|263|261|243|211|249|242|243|262|245|282|218|d3.rgb(204,0,0)|283|289|278|263|261|243|211|249|242|243|262|245|282|218
104	Myanmar|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
108	Burundi|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
112	Belarus|994|930|895|1082|1065|1166|1188|1405|1510|1753|1759|1725|1681|1489|652|d3.rgb(255,165,0)|930|895|1082|1065|1166|1188|1405|1510|1753|1759|1725|1681|1489|652
116	Cambodia|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|1|2
120	Cameroon|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124	Canada|4187|3963|3959|3929|5231|5183|5522|4998|5061|5067|4550|4754|4709|4567|4198|d3.rgb(255,255,0)|3963|3959|3929|5231|5183|5522|4998|5061|5067|4550|4754|4709|4567|4198
132	Cape Verde|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
136	Cayman Islands|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
140	Central African Republic|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
144	Sri Lanka|71|120|123|95|120|149|153|151|201|202|225|194|0|328|0|d3.rgb(204,0,0)|120|123|95|120|149|153|151|201|202|225|194|0|328|0
148	Chad|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
152	Chile|241|246|391|329|382|361|291|403|531|343|328|339|336|340|452|d3.rgb(255,165,0)|246|391|329|382|361|291|403|531|343|328|339|336|340|452
156	China|25346|30038|39806|56769|65786|93485|122318|153060|194579|229096|293066|415829|535313|704936|801135|d3.rgb(255,255,0)|30038|39806|56769|65786|93485|122318|153060|194579|229096|293066|415829|535313|704936|801135
158	Taiwan, Province of China|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
162	Christmas Island|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
166	Cocos (Keeling) Islands|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
170	Colombia|75|65|54|82|76|99|142|128|126|128|133|183|213|251|260|d3.rgb(204,0,0)|65|54|82|76|99|142|128|126|128|133|183|213|251|260
174	Comoros|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
175	Mayotte|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
178	Congo|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
180	Congo, the Democratic Republic of the|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
184	Cook Islands|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
188	Costa Rica|0|0|0|0|0|0|0|0|0|0|8|14|10|21|16|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|8|14|10|21|16
191	Croatia|337|362|328|387|385|363|317|344|330|250|257|230|217|230|170|d3.rgb(255,165,0)|362|328|387|385|363|317|344|330|250|257|230|217|230|170
192	Cuba|0|0|0|0|0|105|94|74|69|59|0|62|38|27|24|d3.rgb(0,0,0)|0|0|0|0|105|94|74|69|59|0|62|38|27|24
196	Cyprus|0|0|0|12|9|20|0|3|11|6|4|0|4|2|4|d3.rgb(0,0,0)|0|0|12|9|20|0|3|11|6|4|0|4|2|4
203	Czech Republic|555|568|526|625|623|586|641|716|712|789|868|783|867|984|910|d3.rgb(255,165,0)|568|526|625|623|586|641|716|712|789|868|783|867|984|910
204	Benin|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
208	Denmark|1730|1757|1815|1772|1877|1658|1503|1660|1634|1518|1626|1574|1406|1341|1377|d3.rgb(255,255,0)|1757|1815|1772|1877|1658|1503|1660|1634|1518|1626|1574|1406|1341|1377
212	Dominica|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
214	Dominican Republic|0|0|0|0|0|0|0|0|0|0|0|0|18|11|13|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|18|11|13
218	Ecuador|10|7|13|7|14|11|8|4|2|6|4|0|0|0|0|d3.rgb(204,0,0)|7|13|7|14|11|8|4|2|6|4|0|0|0|0
222	El Salvador|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
226	Equatorial Guinea|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
231	Ethiopia|3|0|1|3|1|1|5|12|0|0|0|0|0|0|0|d3.rgb(204,0,0)|0|1|3|1|1|5|12|0|0|0|0|0|0|0
232	Eritrea|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
233	Estonia|13|18|19|18|27|23|36|44|62|76|84|62|20|25|44|d3.rgb(204,0,0)|18|19|18|27|23|36|44|62|76|84|62|20|25|44
234	Faroe Islands|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
238	Falkland Islands (Malvinas)|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
239	South Georgia and the South Sandwich Islands|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
242	Fiji|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
246	Finland|2579|2390|2162|1972|2011|1830|1816|1804|1799|1806|1731|1650|1698|1596|1419|d3.rgb(255,255,0)|2390|2162|1972|2011|1830|1816|1804|1799|1806|1731|1650|1698|1596|1419
248	Åland Islands|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
250	France|13870|13499|13519|13511|14230|14327|14529|14722|14658|14100|14748|14655|14540|14690|14500|d3.rgb(255,255,0)|13499|13519|13511|14230|14327|14529|14722|14658|14100|14748|14655|14540|14690|14500
254	French Guiana|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
258	French Polynesia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
260	French Southern Territories|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
262	Djibouti|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|1|0
266	Gabon|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
268	Georgia|232|254|194|195|249|225|236|248|222|256|183|138|139|114|110|d3.rgb(204,0,0)|254|194|195|249|225|236|248|222|256|183|138|139|114|110
270	Gambia|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
275	Palestinian Territory, Occupied|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
276	Germany|51736|49989|47598|47818|48448|48367|48012|47853|49240|47859|47047|46986|46620|47353|48154|d3.rgb(255,255,0)|49989|47598|47818|48448|48367|48012|47853|49240|47859|47047|46986|46620|47353|48154
288	Ghana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
292	Gibraltar|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
296	Kiribati|0|0|0|0|0|0|0|0|0|0|0|0|0|18|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|18|0
300	Greece|306|385|376|393|379|462|532|575|628|698|728|721|628|698|651|d3.rgb(255,165,0)|385|376|393|379|462|532|575|628|698|728|721|628|698|651
304	Greenland|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
308	Grenada|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
312	Guadeloupe|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
316	Guam|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
320	Guatemala|54|30|8|6|9|17|28|9|5|7|7|4|7|4|10|d3.rgb(204,0,0)|30|8|6|9|17|28|9|5|7|7|4|7|4|10
324	Guinea|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
328	Guyana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
332	Haiti|0|0|0|0|0|0|0|0|0|0|0|1|2|0|2|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|1|2|0|2
334	Heard Island and McDonald Islands|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
336	Holy See (Vatican City State)|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
340	Honduras|4|7|7|0|0|0|0|0|0|0|0|2|8|6|0|d3.rgb(204,0,0)|7|7|0|0|0|0|0|0|0|0|2|8|6|0
344	Hong Kong|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
348	Hungary|810|919|842|756|748|705|718|689|683|757|649|662|692|642|546|d3.rgb(255,165,0)|919|842|756|748|705|718|689|683|757|649|662|692|642|546
352	Iceland|51|49|71|57|66|47|45|61|50|64|57|50|37|33|51|d3.rgb(204,0,0)|49|71|57|66|47|45|61|50|64|57|50|37|33|51
356	India|2206|2379|2693|3425|4014|4721|5686|6296|6425|7262|8853|8841|9553|10669|12040|d3.rgb(255,255,0)|2379|2693|3425|4014|4721|5686|6296|6425|7262|8853|8841|9553|10669|12040
360	Indonesia|157|212|234|201|227|235|288|284|386|415|508|533|0|663|702|d3.rgb(204,0,0)|212|234|201|227|235|288|284|386|415|508|533|0|663|702
364	Iran, Islamic Republic of|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)|d3.rgb(128,128,128)
368	Iraq|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|d3.rgb(0,0,0)|0|0|0|0|0|0|0|0|0|0|0|0|0|0
372	Ireland|925|1019|914|862|787|789|838|847|931|908|733|494|492|333|263|d3.rgb(255,165,0)|1019|914|862|787|789|838|847|931|908|733|494|492|333|263
376	Israel|1599|1248|1213|1329|1544|1669|1342|1615|1528|1387|1450|1360|1319|1201|1125|d3.rgb(255,255,0)|1248|1213|1329|1544|1669|1342|1615|1528|1387|1450|1360|1319|1201|1125
380	Italy|7877|0|0|0|0|0|0|9255|8588|8814|8877|8794|8439|8307|8601|d3.rgb(255,255,0)|0|0|0|0|0|0|9255|8588|8814|8877|8794|8439|8307|8601
